,Category,Resume
731,Database,technical expertise db language sql database tool sql server 2017 postgresql oracle 11gr2 operating system redhat linux oracle linux window server 2016 technical skill oracle 11g r2 proficient oracle database software installation creation database using dbca architecture file management space management user management creating role assigning 11gr2 troubleshooting hand experience control management configuring file using generating awr report addm ash report diagnose problem database backup using hot cold backup using rman knowledge flashback technology implemented oracle11gr2 rac oracle linux platform knowledge service troubleshooting rac crsctl srvctl knowledge installation configuration rac node rac configuration physical standby database data guard successfully upgraded psu patching using patch strength good communication skill adapt work environment enjoy responsibility lead team player patient listener quick learner capable explaining issue solving detail computer engineering mumbai maharashtra mumbai university higher secondary certificate dy patil jr college database administrator database administrator dba marketplace technology ltd skill detail exprience 61 month exprience 48 month exprience 48 month m sql exprience 48 month exprience 48 monthscompany detail company dba marketplace technology ltd description project title eboss datafeed mfdb rtrms indiainx company standard enterprise description redhat linux postgresql duration feb 2017 till date description bombay stock exchange bse asia first fastest stock exchange world speed 6 micro second one india leading exchange group provides efficient transparent market trading equity currency debt instrument derivative mutual fund bse sme india largest sme platform listed 250 company continues grow steady pace job role responsibility postgresql worked redhat linux o cluster postgresql high availability ha using pacemaker coordinated team database knowledge support participated implementation new release production installed postgresql source package redhat linux server performed postgresql server management task backup restore configuration role blocking tablespace creation troubleshooting worked storage team disaster recovery dr setup built san using emc technology configured ldap authentication gssapi authentication window linux postgresql configured logical replication database server hot standby postgresql server faster database backup method schema tablespace backup configured maximum connection database linux server installed source linked server connect heterogeneous database required extension backup configuration pitr using base backup mssql administration live sql server participated live primary recovery pr disaster recovery dr activity participated pr dr mock new release production configured linked server transactional replication maintenance task like database backup restore recovery scheduled job maintenance plan installed configured sql server 2014 2017 standalone sql cluster server maintained security database providing appropriate sql role logins permission user demand worked team application rollouts application issue sql server migration exposure handling production system skill understand client requirement performed sql server service pack upgrade hot fix handled multiple sql instance window sql cluster environment built emc san worked mssql db cluster active passive server availability group aag setup experience san raid level building supporting sql cluster server san environment company bse bombay stock exchange description environment window server 2008 r2 2012 r2 2016 enterprise standard
732,Database,technical expertise operating system microsoft window server database technology sql server sybase ase server oracle mongodb monitoring ticketing tool hp service manager solar wind dpa jira mongodb ops manager web server ii database tool ssms dbartisan studio 3t snapshot manager sql servereducation detail tech computer science gulbarga karnataka pdacoe gulbarga autonomous institution database administrator ii database administrator iii bny mellon international operation india pvt ltd skill detail sql exprience le 1 year monthscompany detail company bny mellon international operation india pvt ltd description sql server installation configuration database server using slipstream setup maintenance job per standard policy standalone well cluster environment latest service pack installation ssrs uploading assigning correct data source report grant necessary access user developer reporting website aware ssis designing package well create manage logins user database application assigning permission per request resolving user login issue migration sql server server higher version setup database refresh job qa dev uat environment fixing orphaned user troubleshoot performance related issue part multiple project work developer provide required support testing qa uat dev environment lead dr test database team participate database purge archive activity writing code automating database administration task worked automating dr task start agent job multiple server restore database log shipped database without manual intervention online database post dr activity provide support vendor database follow vendor call timely escalate next level update predefined timeline installation configuration smsql window server schedule job creation deletion clone sql server maintain backup using smsql mongodb server installation configuration mongodb server creation database collection creation new user grant access using ops manager monitor database server using ops manager oracle sybase server managing maintaining multiple instance database linux window server monitoring daily job includes backup refresh maintenance job company india sale pvt payroll softenger india pvt ltd description installation sql server standalone well window cluster environment latest service pack sql server installation using slipstream installation reporting service creating logins user assigning permission per request security audit logins includes maintenance unused orphan user logins create maintain daily weekly plan includes backup index update statistic database consistency check create linked server ensure connectivity server monitor disk space proactively space management using data log file shrinking monitor blocking deadlock open transaction slow running query performance issue highlight costly query developer configure alert deadlock blocking maintain performance implementing high availability technology like log shipping alwayson mirroring troubleshooting also knowledge replication successfully completed migration database one server another performing dr drill quarterly basis power shell scripting monitor restart sql service get email alert service status maintain tn entry oracle client per client request interacting customer requirement contacting customer update status handling issue service request every stage resolution managing proper escalation notification matrix support level
733,Database,technical skill operating system m window server software tool m litespeed idera sql safe ssms upgrade advisor sql server profiler scom diagnostic manager remedy jira infopacc tivoli tdp backup tool sql pack databasesms sql server 2008 2008 oracle 10g netezza microsoft azure education detail master science computer science pune maharashtra indira college pune university lead database administrator microsoft certified professional 11 year experience database administration m sql server 2008 skill detail m sql exprience 110 month microsoft exprience le 1 year month always availabiity exprience le 1 year month database exprience le 1 year month performance exprience le 1 year month log exprience le 1 year month installation upgrade migration exprience le 1 year monthscompany detail company ensono description employment transfer part project acquisition ensono wipro sql server database administration company wipro technology description microsoft certified professional 11 year experience database administration m sql server experience m sql server 2008 installation upgrade administration microsoft azure certified understanding azure vm azure storage azure network azure ad azure sql incident management change management problem management sql server database team participating meeting conference call client service delivery manager application team system improvement participated quarterly dr activity involved creation sip service improvement plan involved handling high severity issue provided rca worked always availability group database mirroring replication clustering log shipping basic understanding oracle netezza provided call support office hour weekend resource shift management 5 sql dba offshore environment data center service provided kt team member monitor guide trainee company wipro technology description responsibility m sql server 2008 2008 installation configuration administration worked always availability group log shipping database mirroring clustering participated pci scan report perform installation security hot fix service pack sql server remove vulnerability participated holmes bot automation implementation sql pack tool worked service request incident critical issue involved conference call provide dba support critical issue performance tuning environment sql server window server company mphasis description company mphasis description responsibility m sql server 2008 2008 installation configuration administration worked always availability group log shipping database mirroring clustering performed sql server patching activity worked daily report like cluster failover backup report server disk space report worked service request incident critical issue participated quarterly dr activity involved conference call provide dba support critical issue provided support window team patching database health check performed health check market open server provided update market open call deeply involved resolution issue finding root cause analysis issue performance tuning environment sql server window server company synechron technology pvt ltd description responsibility sql server oracle netezza database support task m sql server 2008 2008 installation upgrade administration done capacity planning database growth sql server troubleshooting alert worked log shipping mirroring environment sql server window server oracle company synechron technology pvt ltd description company synechron technology pvt ltd description responsibility pursued training oracle 11g architecture sql server environment sql server window server oracle 10g company synechron technology pvt ltd description responsibility carried version change schema pe8 version ee11 version per process given environment oracle 11g company mastek ltd description responsibility sql server 2008 2008 installation upgrade administration database performed m sql server audit worked database mirroring replication log shipping clustering supported uat prod environment performed deployment document review carried deployment different application environment sql server window server company mastek ltd description company pp software system ltd description company pp software system ltd description description system provides master data management procurement module dairy industry responsibility designed coded tested customized erp system per requirement environment core java postgresql
734,Database,skillset oracle dba mysql mariadb postgresql database administration itskills sql oracle 10g 11g mysql mariadb postgresql window linux putty education detail january 2018 mc pune maharashtra pune university database administrator database administrator infiniteworx omnichannel pvt ltd skill detail exprience 17 month exprience 17 month exprience 17 month exprience 17 month database exprience 6 monthscompany detail company infiniteworx omnichannel pvt ltd description pune sept 2017 present responsibility creating tablespaces planning location data monitoring tablespaces growth periodically replication setup moved database schema change stage dba support query resolution creating user giving specific privilege database management database recovery moving data file different location planning backup policy recovery database based criticality degine schema key result area providing 24 support resolve database performance issue job failure session diagnose root cause installation configuring updating oracle server software related oracle product installation configuraing updating mysql sql server mariadb mongodb supported multiple database administered oracle database large db size production development test setup maintaining table space data file control file online redo log file creating user granting role privilege user managing tablespaces different user granting quota default temporary tablespaces taking oracle rman backup scheduling day wise backup implementing incremental cumulative full rman backup database space management effective recovery logical backup using export export important table regular interval regular checking trace alert log file os error working incident like user incident backup failed incident checking listener status connectivity troubleshooting fixing database listener issue look new alert error log entry error error detail trace file generated executing ddl dml script per customer requirement mentoring coaching appraising team member active involvement recruitment process contributing project documentation generating daily report ensuring compliance quality norm taking step spearheading complete project activity ensuring timely completion project implementing security policy different database system granting revoking privilege user following change management process participated related meeting verifying running tablespaces online monitor backround process status company innovativetechnologies description client banking domain
735,Database,education detail january 2016 bsc mumbai maharashtra mumbai university january 2013 maharashtra board january 2011 maharashtra board mysql database administrator year experience mysql database administrator mysql dba skill detail mysql dba centos backup restore replication query exprience 24 monthscompany detail company trimax infrastructure service ltd description â â â â â â mysql installation maintenance upgrade version â â â â â â mysql database administration large scale mysql installation â â â â â â experience mysql linux window â â â â â â mysql process security management query optimization â â â â â â performed query analysis slow problematic query â â â â â â performed structural change database like creating table adding column according business requirement â â â â â â creating maintainingâ database maintenance plan â â â â â â writing script create job backup restore plan â â â â â â working myisam innodb engine â â â â â â working server shifting tuning parameter database purging â â â â â â working mysql master slave replication â â â â â â handling release management user acceptance â â â â â â restore using xtrabackup â â â â â â responsibility include monitoring daily weekly monthly system maintenance task database backup replication verification database integrity verification indexing update â â â â â â work production database support company trimax infrastructure service ltd description â â â â â â mysql installation maintenance upgrade version â â â â â â mysql database administration large scale mysql installation â â â â â â experience mysql linux window â â â â â â mysql process security management query optimization â â â â â â performed query analysis slow problematic query â â â â â â performed structural change database like creating table adding column according business requirement â â â â â â creating maintainingâ database maintenance plan â â â â â â writing script create job backup restore plan â â â â â â working myisam innodb engine â â â â â â working server shifting tuning parameter database purging â â â â â â working mysql master slave replication â â â â â â handling release management user acceptance â â â â â â restore using xtrabackup â â â â â â responsibility include monitoring daily weekly monthly system maintenance task database backup replication verification database integrity verification indexing update â â â â â â work production database support
736,Database,technical skill operating system linux window server 2012 r2 window 98 window xp tool utility package sql loader sql plus oem datapump plsql developer jenkins database oracle 10g oracle 11g oracle 12c scripting unix shell scripting language sql education detail january 2011 amravati maharashtra amravati university january 2007 nagpur maharashtra nagpur university oracle database administrator oracle database administrator 4 year experience skill detail exprience 48 month exprience 6 month oracle exprience le 1 year month exprience le 1 year month golden exprience le 1 year month exprience le 1 year month exprience le 1 year monthscompany detail company tieto india pvt ltd description pune february 2015 till present project profile oil gas unit tieto india pvt working environmental component ec application tieto authorized service provider ec energy component complete hydrocarbon accounting solution following hydrocarbon production transport sale revenue recognition globally hydrocarbon accounting software functionality coverage exceeding available solution modern flexible scalable technology platform selected global standard best practice oil gas super major responsibility oracle database administration 11g r2 12c 18c supporting database 24x7 environment coordinate application o storage development team test production environment regularly monitoring trace file alert log file database related issue experience monitoring cpu usage io memory utilization o level checking alert log file analyze os error raise sr oracle monitoring log file backup database space usage use system resource configuring backup rman database restoring database installation configuring updating oracle server software related oracle product 11g 12c oracle server installation client installation configuration plsql developer installation creating database using dbca manually creating oracle user granting proper privilege user per request creating awr ash addm report database performance analysis handling space management performance issue oracle database creating remote database link renaming resizing data file oracle database needed tablespace shrinking regular time interval reclaim server space expertise export import using data pump oracle database expertise configuration listener tnsnames netmgr netca statically also managing oracle listener oracle network file creating user profile granting specific privilege role user oracle database maintaining tablespaces data file control file online redo log file oracle database worked aws cloud service like ec2 s3 rds elb eb vpc route53 auto cloud watch cloud front iam installing configuring troubleshooting various amazon image server migration physical cloud
737,Database,technical skill database oracle 10g 11g 12c data pump rman data guard asm rac golden gate tool occ putty sqlplus sql developer netbackup scom sccm vmware vsphere operating system rhel rhel unix microsoft windowseducation detail database administrator database administrator bny mellon skill detail exprience 24 month exprience 24 month exprience 24 month exprience 24 month exprience 24 monthscompany detail company bny mellon description database team size 8 duration jan 2017 till date client investment banking organization hosted eagle responsibility database management support managing critical production test reporting database different platform capacity management upgrade handling day day database activity monitoring incident management building new database per requirement prepare go live help multiple team working scheduled activity database patching cpu psu installing latest path production dev test database per suggestion oracle support database upgrade 11g 12c adding disk asm disk group building dr database using active data guard make sync prod resolving issue persists data guard checking lagging status removing lagging archive checking process like archive management working tablespace related issue managing user access profile importing exporting using datapump maintaining inventory database single centralize database refreshing test environment production database working oracle support resolve oracle error schedule daily weekly database backup using rman troubleshooting rman issue database cloning using rman take part cutover upgrade application higher version strictly following itil process incident management change management providing weekly report issue team meeting also participating suggesting service improvement plan database migration one server another different platform rca impact analysis reporting production outage previous organization brose india project central management company description responsibility managing internal database server brose global providing 24x7 support rotational shift performing database activity monitoring responding dba group mail alert issue business user request etc database creation patching backup database frequent cycle using data database refreshes using rman datapump recovery using copy data rman monitoring log trace resolving issue creating new vm server prepare go live also decommissioning per requirement weekly patching window server using sccm taking action patching needed monitoring troubleshooting daily weekly o backup using symantec netbackup managing user account o user database user monitoring o level alert using scom project ii data center migration onsite project responsibility data center migration one activity migration datacenter one location another server database moved successfully installation oracle 11g linux platform worked service request incident change request creation user managing user privilege configured rman backup database patching database configuring physical standby database using dataguard cloning server migrate another cluster academia personal detail bachelor engineering computer science engineering sgbau amravati university amravati 2014 cgpa current address yogesh tikhat raj ahmad flat dream aakruti kalepadal hadapsar pune 411028 highest qualification cse pan aofpt5052c
738,Database,software skill rdbms m sql server 2012 2014 operating system window window server 2008 12 fundamental m office tool ssms performance monitor sql profiler sql lite speed company name barclays technology centre india team size 24 role database administrator support description barclays technology uk based retail invest bank 300 year old bank operation 40 country employ approximately 120 000 people barclays organised four core business personal corporate personal banking corporate banking wealth investment management barclaycard investment banking responsibility attending various call world various database issue working web gui alert resolving incident ticket within time line troubleshoooting log shipping issue fixing related alert identifying resolving blocking locking related issue configuration monitoring replication log shipping mirroring setup working replication issue always issue granting revoking permission various account provisioning task working call support weekend performing dr test working weekly maintenance job weekend change request education detail math kakatiya university board secured sql server database administrator database administrator skill detail exprience 120 month database exprience 72 month exprience 48 month m sql exprience 48 month exprience 48 monthscompany detail company barclays global service centre description sql server database implementation maintenance log shipping replication high availability clustering performance tuning database mirroring installation configuration upgradation migration company wipro infotech pvt ltd description sql server database administrator company citi bank description worked database support accord fintech sanpada sep 2008 2013 company description sound knowledge database backup restore attach detach disaster recovery procedure developed backup recovery strategy production environment ensuring data consistency database dbcc dmv command experience query tuning stored procedure troubleshooting performance issue hand experience dr process including log shipping database mirroring experience scheduling monitoring job experience configure troubleshooting always creating maintaining maintenance plan expertise planning implementing m sql server security database permission clear understanding implementation log shipping replication mirroring database server performance tuning performance monitor sql profiler query analyzer security server database implementing security creating added user role assigning right role create maintaining linked server sql instance create maintaining database mail monitor troubleshoot database issue creating dts package executing required task expert create index maintaining index rebuilds reorganizes daily maintenance sql server included reviewing sql error log event viewer
739,Database,area expertise oracle database 12c 11g 10g weblogic 12c 11g grid infrastructure rman asm middleware oim oam soa shell script dataguard web server oh apache architecture design proof concept devopseducation detail january 2007 bachelor engineering information technology sangli maharashtra walchand college january 2004 diploma computer engineering jalgaon maharashtra govt polytechnic lead database administrator lead database administrator tieto software skill detail exprience 108 month exprience 96 month exprience 84 month shell exprience 48 monthscompany detail company tieto software description part ao application operation team scope project quite wide typical database administration range accomplishment extended right data tier middle tier application tier maximized availability application raised business presenting proof concept case delivered upgrade various application time time keep supported platform saved slas per contract mean handling p1 p2 issue effectively produced capacity report comprising layer data middleware web various application generated work order per customer need company tieto software description designed database various application planned rman backup recovery bcp strategy executed business continuity testing various application introduced zero cost high availability solution failover optimized performance mean scripting automation established cloning procedure layer various application delivered infrastructure change like fw opening loadbalancer configuration new application eliminated downtime troubleshoot issue middleware product oim oam soa contributed build maintain integration smtp ftp reverse proxy ocm company tieto software description provided database support environment prod uat test dev performed database production development support database reduced risk level mean upgrading patching database time time protected database assigning appropriate role privilege per sod generated maintained middleware schema using rcu exceeded scope work supporting maintaining weblogic platform installation patching troubleshooting issue expanded duty scope web server install oh apache tomcat company hsbc software description part project supporting hsbc bank france achieved handled incident service request day day database administration task delivered basic implementation service database installation patching upgrade performed capacity planning managing tablespaces compression contributed maintaining quality database managing instance index performance monitoring tuning using awr addm report maintained backup recovery database logical backup datapump cold backup hot backup rman rman duplication reduced effort automation value add initiative includes writing shell script automated housekeeping operation scheduling backup use schedule task implemented high availability solution dataguard
740,Database,education detail may 2011 may 2014 bachelor science information technology mumbai maharashtra mumbai university oracle dba oracle database administrator skill detail installation oracle rh linux window user profile analyzing privilege tablespace quota backup database logical physical procedure recovery database case database crash failure etc standard dba function like space management rollback segment extent database management monitoring database willing learn new thing constructive team member contributing practically success exprience 48 monthscompany detail company accelya kale solution ltd description database administrator working 24 7 support environment maintaining database running oracle 11g 12c database oracle 11g oracle 12c installation database critical patch taking cold hot backup scheduled time monitoring backup importing export dump another database per demand automating daily activity cronjobs shell script scheduler making plan action various activity raising sr oracle support different severity issue handling request proper client interaction monitoring managing database growth tablespaces adding resizing renaming datafiles restoration database using rman backup backup consistency check migration database using export import rman backup configuring managing physical standby database creating database link tablespaces database directory managing network setting file restoration data using old logical backup per client request schema replication across database data pump tool taking cold hot backup scheduled time monitoring backup taking expdp database database object particular schema using scp ticketing tool order keeping track client performing maintenance activity index rebuilding stats gather troubleshooting basic levelâ performance issuesâ setting new environmentâ database perspective within requested timeline disk asm monitoring asm diskgroups creating user privilege appropriate role level database administrator working 24 7 support environment maintaining database running oracle 11g 12c performing database online offline database database migrating database asm file system grid 11g 12c company insolutions global ltd description oracle software installation database upgrade patch upgrade maintaining around uat db server 40 production db 28 db dr standby server db sync backup recovery datapump performing activity like switchover failover allocating system storage planning future storage requirement database system enrolling user maintaining system security monitoring alert log snap id generation db size server space oem report user validity controlling monitoring user access database scheduling shell script using crontab monitoring script listener check backup script awr report etc planning backup recovery database managing production database oracle sql server resize space log managing temp undo tablespaces creating primary database storage structure tablespaces application developer designed application
741,Database,technical skill sql oracle v10 v11 v12 r programming python linear regression machine learning statistical modelling technique obtained certification edvancer eduventures training institute key skill multitasking working meet client sla high pressure scenario handling sensitive client along improved skill team player excellent communication skill quick learner leadership quality team networking courage take problem detail june 2012 sadvidya college application database oracle application database oracle ibm india pvt ltd skill detail exprience 30 month machine exprience 30 month exprience 30 month exprience 30 month excellent communication exprience 6 monthscompany detail company ibm india pvt ltd description client blue cross blue shield massachusetts health insurance used oracle sql store organize data includes capacity planning installation configuration database design migration security troubleshooting backup data recovery worked client database installed oracle v10 v11 v12 linux platform proficient communication client across location facilitating data elicitation handling numerous business request solving diligently within given time frame responding quickly effectively production issue within sla leading team co ordination business conduct weekly checkout database server system ibm certification statistic 101 applied data science r big data foundation data science foundation business analytics certification pune worked retail banking project design predictive business model using machine learning technique r programming efficient business marketing strategy
742,Hadoop,education detail hadoop developer hadoop developer infosys skill detail company detail company infosys description project description banking information stored data different data ware house system department becomes difficult organization manage data perform analytics past data combined single global repository hadoop analysis responsibility analyze banking rate data set create specification document provide effort estimation develop spark scala spark sql program using eclipse ide environment create kpi test scenario test case test result document test scala program linux spark standalone mode setup multi cluster aws deploy spark scala program provided solution using hadoop ecosystem hdfs mapreduce pig hive hbase zookeeper provided solution using large scale system distributed processing algorithm created report bi team using sqoop export data hdfs hive provided solution supporting assisting troubleshooting optimization mapreduce job pig latin script deep understanding hadoop design principle cluster connectivity security factor affect system performance worked importing exporting data different database like oracle teradata hdfs hive using sqoop tpt connect direct import export data rdbms wrote script placed client side data moved hdfs stored temporary file start loading hive table developed sqoop script order make interaction pig mysql database involved developing hive report partition hive table created maintained technical documentation launching hadoop cluster executing hive query pig script involved running hadoop job processing million record text data environment java hadoop hdfs pig hive sqoop flume oozie hbase spark scala linux nosql storm tomcat putty svn github ibm websphere project 1 telecommunication hadoop developer description identify customer likely churn view customer created different heterogeneous data source data brought data lake hdfs different source analyzed using different hadoop tool like pig hive responsibility installed configured apache hadoop tool like hive pig hbase sqoop application development unit testing wrote mapreduce job discover trend data usage user involved database connection using sqoop involved creating hive table loading data writing hive query using hiveql involved partitioning joining hive table hive query optimization experienced sql db migration hdfs used nosql hbase faster performance maintains data way oltp data collected distributed source avro model applied transformation standardization loaded hbase data processing experienced defining job flow used oozie orchestrate workflow implemented fair scheduler job tracker share resource cluster map reduce job given user exported analyzed data relational database using hive visualization generate report bi team environment hadoop hive linux mapreduce hdfs hive python pig sqoop cloudera shell scripting java jdk java 6 oracle 10g sql plus
743,Hadoop,skill set hadoop map reduce hdfs hive sqoop java duration 2016 role hadoop developer rplus offer quick simple powerful cloud based solution demand sense accurately predict demand product market combine enterprise external data predict demand accurately us social conversation sentiment derive demand identifies significant driver sale horde factor selects best suited model multiple forecasting model product responsibility involved deploying product customer gathering requirement algorithm optimization backend product load transform large datasets structured semi structured responsible manage data coming different source application supported map reduce program running cluster involved creating hive table loading data writing hive query run internally map reduce detail hadoop developer hadoop developer braindatawire skill detail apache hadoop exprience 49 month apache hadoop exprience 49 month exprience 49 month exprience 49 month hadoop distributed file exprience 49 monthscompany detail company braindatawire description technical skill programming core java map reduce scala hadoop tool hdfs spark map reduce sqoop hive hbase database mysql oracle scripting shell scripting ide eclipse operating system linux centos window source control git github
744,Hadoop,operating system ubuntu window tool tableau svn beyond detail january 2016 bachelor engineering engineering gujarat technological university system developer system developer tata consultancy service skill detail hadoop spark sqoop hive flume exprience 24 monthscompany detail company tata consultancy service description role responsibility working american pharmaceutical company one world premier biopharmaceutical develops produce medicine vaccine wide range medical discipline including immunology oncology cardiology endocrinology neurology handle large amount united healthcare data big data analytics used data possible data source like record patient old new record medicine treatment pathway patient journey health outcome patient finder rare disease patient finder etc gathered stored processed one place worked cluster spec cluster architecture fully distributed package used cdh3 cluster capacity 20 tb node 10 data node 3 master nfs backup nn developed proof concept enterprise adoption hadoop used sparkapi cloudera hadoop yarn perform analytics healthcare data cloudera distribution responsible cluster maintenance adding removing cluster node cluster monitoring manage review data backup reviewing hadoop log file imported exported large data set data hdfs using sqoop involved developing pig script hive report worked hive partition bucketing concept created hive external internal table hive hadoop script take input hdfs load data hive developed spark script using scala shell command per requirement worked data set spark optimizing existing algorithm hadoop using sparkcontext data frame rdd collaborated infrastructure network database application bi ensure data quality availability developed report using tableau exported data hdfs hive using sqoop used orc parquet file format serialization data snappy compression data achievement appreciation showing articulate leadership quality work team completed internal certification tc certified hadoop developer ongoing learning preparing scheduled cloudera certified spark developer cca 175
745,Hadoop,area expertise big data ecosystem mapreduce hive pig sqoop hbase oozie spark pyspark hue knowledge cassandra programming language python core java idea scala database oracle 10g mysql sqlserver nosql hbase cassandra tool eclipse toad ftp tectia putty autosys anaconda jupyter notebool devops rtc rlm scripting language jsp platform window unixeducation detail cse srm university software engineer software engineer larsen toubro skill detail company detail company larsen toubro description worked software engineer technosoft corporation chennai aug 2015 sep company current project description duration september 2016 till date vendor citi bank description citibank citi laundering aml transaction monitoring tm program future state solution system transaction monitoring business role responesbilities building providing domain knowledge anti money laundering among team member layered architecture data warehouse workspace layer used business analyst actively involved designing model involving various dimension fact table designed scd2 maintaining history dim data developing hive query mapping data different layer architecture usage oozie workflow integration data quality reconciliation module regression integration testing solution issue integration module effectively testing data flow transaction monitoring system development generate alert suspicious fraudulent transaction based requirement provide ba developing spark job various business rule learning machine learning used project developing effective model fraud detection anti money laundering system scheduling job using autosys tool deployment code management using rtc rlm release lifecycle management hadoop developer current project prts ran environment hadoop hdfs yarn hive sqoop hbase tez tableau sqlserver teradata cluster size 96 node cluster distribution horton work company alcatel lucent description 1x ruckus wireless description scope project maintain store operational parameter data collected multiple vendor network mediation team oms data store make available rf engineer boost network performance responsibility working hadoop distributed file system involved importing data mysql hdfs using sqoop involved creating hive table loading data writing hive query run top tez execution engine involved preparing test case document involved integrating hive hbase store operational data monitoring job oozie company current project description anti money laundering environment hadoop hdfs yarn hive oozie spark unix autosys python rtc rlm etl framwe work cluster size 56 node cluster distribution cloudera
746,Hadoop,technical skill set programming language apache hadoop python shell scripting sql technology hive pig sqoop flume oozie impala hdfs tool dataiku unravel cloudera putty hue cloudera manager eclipse resource manager initial learning program tata consultancy service june 2015 august 2015 description learning program conducted tc newly joined employee accomplish learn working standard organization period employee groomed various technical well ethical aspect education detail electronics communication indore madhya pradesh institute technology management hadoop developer hadoop hive sqoop flume pig mapreduce python impala spark scala sql unix skill detail apache hadoop exprience 31 month exprience 31 month exprience 31 month exprience 31 month exprience 31 month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year month exprience le 1 year monthscompany detail company tata consultancy service description project description data warehouse division multiple product injecting storing analysing presenting data data lake program started provide secure data hub store application data hadoop platform strong data governance lineage auditing monitoring capability object project provide necessary engineering support analytics application team focus business logic development project major task set hadoop cluster govern activity required smooth functioning various hadoop ecosystem day day data increasing provide stability ecosystem smooth working developing automating various requirement specific utility responsibility developed proactive health check utility data lake utility proactively check smooth functioning hadoop component cluster sends result email html format utility used daily health check well upgrade getting data different format processing data hadoop ecosystem filtering data using appropriate technique developed data pipeline utility ingest data rdbms database hive external table using sqoop command utility also offer data quality check like row count validation developed automated various cluster health check usage capacity related report using unix shell scripting optimization hive query order increase performance minimize hadoop resource utilization creating flume agent process data hadoop ecosystem side performed benchmark testing hive query impala query involved setting cluster component like edge node ha implementation service hive server2 impala hdfs filtering required data available data using different technology like pig regex serde etc dataiku benchmark testing top impala hive compare greenplum database moving data greenplum database hadoop side help sqoop pipeline process data hadoop side storing data hive table performance testing dealing hadoop ecosystem related issue order provide stability wm hadoop ecosystem rescheduling job autosys job hosting tws job hosting better performance declaration hereby declare mentioned information authentic best knowledge company tata consultancy service description client barclays union bank california ubc morgan stanley m key project handled project name reconciliation ubc wmdatalake coe company tata consultancy service description project description migration data rdbms database hive hadoop ecosystem hadoop platform ability strong data governance lineage auditing monitoring capability objective project speed data processing analysis decision making become easy due rdbms limitation process waste amount data produce result earliest client wanted move data hadoop ecosystem limitation focus business improvement responsibility optimising sql query data required move rdbms platform writing hive query logic move data rdbms hadoop ecosystem writing hive query analyse required data per business requirement optimization hive query order increase performance minimize hadoop resource utilization writing sqoop command script move data rdbms hadoop side company tata consultancy service description project description create recs migrating static setup reconciliation version version environment intellimatch responsibility worked extracting business requirement analyzing implementing developing recs worked migrating static setup reconciliation version version environment intellimatch done back end work thing related writing sql query provide data new recs project name pso
